0              //Pixel 000:   0
0              //Pixel 001:   0
0              //Pixel 002:   0
0              //Pixel 003:   0
0              //Pixel 004:   0
0              //Pixel 005:   0
0              //Pixel 006:   0
0              //Pixel 007:   0
0              //Pixel 008:   0
0              //Pixel 009:   0
0              //Pixel 010:   0
0              //Pixel 011:   0
0              //Pixel 012:   0
0              //Pixel 013:   0
0              //Pixel 014:   0
0              //Pixel 015:   0
0              //Pixel 016:   0
0              //Pixel 017:   0
0              //Pixel 018:   0
0              //Pixel 019:   0
0              //Pixel 020:   0
0              //Pixel 021:   0
0              //Pixel 022:   0
0              //Pixel 023:   0
0              //Pixel 024:   0
0              //Pixel 025:   0
0              //Pixel 026:   0
0              //Pixel 027:   0
0              //Pixel 028:   0
0              //Pixel 029:   0
0              //Pixel 030:   0
0              //Pixel 031:   0
0              //Pixel 032:   0
0              //Pixel 033:   0
0              //Pixel 034:   0
0              //Pixel 035:   0
0              //Pixel 036:   0
0              //Pixel 037:   0
0              //Pixel 038:   0
0              //Pixel 039:   0
0              //Pixel 040:   0
0              //Pixel 041:   0
0              //Pixel 042:   0
0              //Pixel 043:   0
0              //Pixel 044:   0
0              //Pixel 045:   0
0              //Pixel 046:   0
0              //Pixel 047:   0
0              //Pixel 048:   0
0              //Pixel 049:   0
0              //Pixel 050:   0
0              //Pixel 051:   0
0              //Pixel 052:   0
0              //Pixel 053:   0
0              //Pixel 054:   0
0              //Pixel 055:   0
0              //Pixel 056:   0
0              //Pixel 057:   0
0              //Pixel 058:   0
0              //Pixel 059:   0
0              //Pixel 060:   0
0              //Pixel 061:   0
0              //Pixel 062:   0
0              //Pixel 063:   0
0              //Pixel 064:   0
0              //Pixel 065:   0
0              //Pixel 066:   0
0              //Pixel 067:   0
0              //Pixel 068:   0
0              //Pixel 069:   0
0              //Pixel 070:   0
0              //Pixel 071:   0
0              //Pixel 072:   0
0              //Pixel 073:   0
0              //Pixel 074:   0
0              //Pixel 075:   0
0              //Pixel 076:   0
0              //Pixel 077:   0
0              //Pixel 078:   0
0              //Pixel 079:   0
0              //Pixel 080:   0
0              //Pixel 081:   0
0              //Pixel 082:   0
0              //Pixel 083:   0
0              //Pixel 084:   0
0              //Pixel 085:   0
0              //Pixel 086:   0
0              //Pixel 087:   0
0              //Pixel 088:   0
0              //Pixel 089:   0
0              //Pixel 090:   0
0              //Pixel 091:   0
0              //Pixel 092:   0
0              //Pixel 093:   0
0              //Pixel 094:   0
0              //Pixel 095:   0
0              //Pixel 096:   0
0              //Pixel 097:   0
0              //Pixel 098:   0
0              //Pixel 099:   0
0              //Pixel 100:   0
0              //Pixel 101:   0
0              //Pixel 102:   0
0              //Pixel 103:   0
0              //Pixel 104:   0
0              //Pixel 105:   0
0              //Pixel 106:   0
0              //Pixel 107:   0
0              //Pixel 108:   0
0              //Pixel 109:   0
0              //Pixel 110:   0
0              //Pixel 111:   0
0              //Pixel 112:   0
0              //Pixel 113:   0
0              //Pixel 114:   0
0              //Pixel 115:   0
0              //Pixel 116:   0
0              //Pixel 117:   0
0              //Pixel 118:   0
0              //Pixel 119:   0
0              //Pixel 120:   0
0              //Pixel 121:   0
0              //Pixel 122:   0
0              //Pixel 123:   0
0              //Pixel 124:   0
0              //Pixel 125:   0
0              //Pixel 126:   0
0              //Pixel 127:   0
0              //Pixel 128:   0
0              //Pixel 129:   0
0              //Pixel 130:   0
0              //Pixel 131:   0
0              //Pixel 132:   0
0              //Pixel 133:   0
0              //Pixel 134:   0
0              //Pixel 135:   0
0              //Pixel 136:   0
0              //Pixel 137:   0
0              //Pixel 138:   0
0              //Pixel 139:   0
0              //Pixel 140:   0
0              //Pixel 141:   0
0              //Pixel 142:   0
0              //Pixel 143:   0
0              //Pixel 144:   0
0              //Pixel 145:   0
0              //Pixel 146:   0
0              //Pixel 147:   0
0              //Pixel 148:   0
0              //Pixel 149:   0
0              //Pixel 150:   0
0              //Pixel 151:   0
0              //Pixel 152:   0
0              //Pixel 153:   0
0              //Pixel 154:   0
0              //Pixel 155:   0
0              //Pixel 156:   0
0              //Pixel 157:   0
0              //Pixel 158:   0
0              //Pixel 159:   0
0              //Pixel 160:   0
0              //Pixel 161:   0
0              //Pixel 162:   0
0              //Pixel 163:   0
0              //Pixel 164:   0
0              //Pixel 165:   0
0              //Pixel 166:   0
0              //Pixel 167:   0
0              //Pixel 168:   0
0              //Pixel 169:   0
0              //Pixel 170:   0
0              //Pixel 171:   0
0              //Pixel 172:   0
0              //Pixel 173:   0
0              //Pixel 174:   0
0              //Pixel 175:   0
0              //Pixel 176:   0
0              //Pixel 177:   0
0              //Pixel 178:   0
0              //Pixel 179:   0
0              //Pixel 180:   0
0              //Pixel 181:   0
0              //Pixel 182:   0
0              //Pixel 183:   0
0              //Pixel 184:   0
0              //Pixel 185:   0
0              //Pixel 186:   0
0              //Pixel 187:   0
0              //Pixel 188:   0
0              //Pixel 189:   0
0              //Pixel 190:   0
0              //Pixel 191:   0
0              //Pixel 192:   0
0              //Pixel 193:   0
0              //Pixel 194:   0
0              //Pixel 195:   0
0              //Pixel 196:   0
0              //Pixel 197:   0
0              //Pixel 198:   0
0              //Pixel 199:   0
0              //Pixel 200:   0
0              //Pixel 201:   0
0              //Pixel 202:   0
0              //Pixel 203:   0
0              //Pixel 204:   0
0              //Pixel 205:   0
0              //Pixel 206:   0
0              //Pixel 207:   0
0              //Pixel 208:   0
0              //Pixel 209:   0
0              //Pixel 210:   0
0              //Pixel 211:   0
0              //Pixel 212:   0
0              //Pixel 213:   0
0              //Pixel 214:   0
0              //Pixel 215:   0
0              //Pixel 216:   0
0              //Pixel 217:   0
0              //Pixel 218:   0
0              //Pixel 219:   0
0              //Pixel 220:   0
0              //Pixel 221:   0
0              //Pixel 222:   0
0              //Pixel 223:   0
0              //Pixel 224:   0
0              //Pixel 225:   0
0              //Pixel 226:   0
0              //Pixel 227:   0
0              //Pixel 228:   0
0              //Pixel 229:   0
0              //Pixel 230:   0
0              //Pixel 231:   0
0              //Pixel 232:   0
0              //Pixel 233:   0
0              //Pixel 234:   0
0              //Pixel 235:   0
0              //Pixel 236:   0
0              //Pixel 237:   0
0              //Pixel 238:   0
0              //Pixel 239:   0
0              //Pixel 240:   0
0              //Pixel 241:   0
0              //Pixel 242:   0
0              //Pixel 243:   0
0              //Pixel 244:   0
0              //Pixel 245:   0
0              //Pixel 246:   0
0              //Pixel 247:   0
0              //Pixel 248:   0
0              //Pixel 249:   0
0              //Pixel 250:   0
0              //Pixel 251:   0
0              //Pixel 252:   0
0              //Pixel 253:   0
0              //Pixel 254:   0
0              //Pixel 255:   0
0              //Pixel 256:   0
5              //Pixel 257:   5
1              //Pixel 258:   1
6              //Pixel 259:   6
6              //Pixel 260:   6
3              //Pixel 261:   3
a              //Pixel 262:  10
1              //Pixel 263:   1
1              //Pixel 264:   1
8              //Pixel 265:   8
2              //Pixel 266:   2
6              //Pixel 267:   6
8              //Pixel 268:   8
1              //Pixel 269:   1
6              //Pixel 270:   6
4              //Pixel 271:   4
8              //Pixel 272:   8
6              //Pixel 273:   6
c              //Pixel 274:  12
6              //Pixel 275:   6
2              //Pixel 276:   2
6              //Pixel 277:   6
7              //Pixel 278:   7
3              //Pixel 279:   3
3              //Pixel 280:   3
a              //Pixel 281:  10
5              //Pixel 282:   5
8              //Pixel 283:   8
2              //Pixel 284:   2
c              //Pixel 285:  12
1              //Pixel 286:   1
2              //Pixel 287:   2
0              //Pixel 288:   0
1ff            //Pixel 289:  -1
4              //Pixel 290:   4
1              //Pixel 291:   1
2              //Pixel 292:   2
6              //Pixel 293:   6
1              //Pixel 294:   1
6              //Pixel 295:   6
4              //Pixel 296:   4
2              //Pixel 297:   2
4              //Pixel 298:   4
7              //Pixel 299:   7
3              //Pixel 300:   3
5              //Pixel 301:   5
7              //Pixel 302:   7
5              //Pixel 303:   5
8              //Pixel 304:   8
5              //Pixel 305:   5
3              //Pixel 306:   3
4              //Pixel 307:   4
5              //Pixel 308:   5
2              //Pixel 309:   2
7              //Pixel 310:   7
2              //Pixel 311:   2
4              //Pixel 312:   4
2              //Pixel 313:   2
1              //Pixel 314:   1
1              //Pixel 315:   1
7              //Pixel 316:   7
2              //Pixel 317:   2
4              //Pixel 318:   4
7              //Pixel 319:   7
2              //Pixel 320:   2
1              //Pixel 321:   1
6              //Pixel 322:   6
1ff            //Pixel 323:  -1
c              //Pixel 324:  12
4              //Pixel 325:   4
3              //Pixel 326:   3
4              //Pixel 327:   4
2              //Pixel 328:   2
2              //Pixel 329:   2
3              //Pixel 330:   3
3              //Pixel 331:   3
3              //Pixel 332:   3
1              //Pixel 333:   1
5              //Pixel 334:   5
7              //Pixel 335:   7
4              //Pixel 336:   4
5              //Pixel 337:   5
3              //Pixel 338:   3
6              //Pixel 339:   6
6              //Pixel 340:   6
9              //Pixel 341:   9
2              //Pixel 342:   2
5              //Pixel 343:   5
5              //Pixel 344:   5
5              //Pixel 345:   5
5              //Pixel 346:   5
4              //Pixel 347:   4
8              //Pixel 348:   8
8              //Pixel 349:   8
3              //Pixel 350:   3
3              //Pixel 351:   3
7              //Pixel 352:   7
5              //Pixel 353:   5
6              //Pixel 354:   6
8              //Pixel 355:   8
3              //Pixel 356:   3
7              //Pixel 357:   7
7              //Pixel 358:   7
5              //Pixel 359:   5
0              //Pixel 360:   0
9              //Pixel 361:   9
0              //Pixel 362:   0
5              //Pixel 363:   5
3              //Pixel 364:   3
5              //Pixel 365:   5
3              //Pixel 366:   3
4              //Pixel 367:   4
2              //Pixel 368:   2
5              //Pixel 369:   5
7              //Pixel 370:   7
5              //Pixel 371:   5
4              //Pixel 372:   4
5              //Pixel 373:   5
3              //Pixel 374:   3
5              //Pixel 375:   5
5              //Pixel 376:   5
7              //Pixel 377:   7
5              //Pixel 378:   5
8              //Pixel 379:   8
3              //Pixel 380:   3
5              //Pixel 381:   5
1ff            //Pixel 382:  -1
6              //Pixel 383:   6
c              //Pixel 384:  12
1              //Pixel 385:   1
2              //Pixel 386:   2
2              //Pixel 387:   2
6              //Pixel 388:   6
3              //Pixel 389:   3
5              //Pixel 390:   5
3              //Pixel 391:   3
1ff            //Pixel 392:  -1
7              //Pixel 393:   7
1              //Pixel 394:   1
a              //Pixel 395:  10
0              //Pixel 396:   0
7              //Pixel 397:   7
5              //Pixel 398:   5
4              //Pixel 399:   4
5              //Pixel 400:   5
4              //Pixel 401:   4
2              //Pixel 402:   2
2              //Pixel 403:   2
5              //Pixel 404:   5
3              //Pixel 405:   3
6              //Pixel 406:   6
6              //Pixel 407:   6
2              //Pixel 408:   2
0              //Pixel 409:   0
5              //Pixel 410:   5
3              //Pixel 411:   3
5              //Pixel 412:   5
4              //Pixel 413:   4
2              //Pixel 414:   2
1fd            //Pixel 415:  -3
